Project,Bug ID,Severity Label,Resolution Status,Short Description
Core,793400,normal,FIXED,Prepare test_bug370098.html for Node WebIDL binding
Core,794582,normal,FIXED,Rename nsINode::GetSlots() to nsINode::Slots() and remove null-checks
Core,793263,normal,FIXED,Remove #error from base/basictypes.h
Core,792379,normal,FIXED,Don't include prtypes.h in base/basictypes.h
Core,780698,normal,FIXED,Support more test suites in mozbuild
Core,795034,normal,FIXED,Fix append_env argument to _run_command in
Core,795300,normal,FIXED,Remove xpc_GetGlobalForObject
Core,795301,normal,FIXED,"Demacroize IS_{SLIM,WN}_WRAPPER{,_OBJECT}"
Core,793116,normal,FIXED,Remove nsISupports argument to xpc_CreateGlobalObject
Core,793482,normal,FIXED,Use xpc::GetCompartmentPrivate in a few more places
Core,793314,normal,FIXED,Remove PtrBits
Core,795403,normal,FIXED,Cleanup nsXULWindow::GetWindowDOMElement
Core,756897,normal,FIXED,Don't use XPCStringConvert::ReadableToJSVal directly in nsDOMClassInfo.cpp
Core,780151,normal,FIXED,Simplify this-translating code
Core,789022,minor,FIXED,"Interface object's prototype should be Function.prototype, not Object.prototype"
Core,794882,normal,FIXED,Add hu.net to PSL
Core,794767,normal,FIXED,B2G RIL: Handle data call error without APN name
Core,795255,normal,FIXED,B2G RIL: improve error handling mechanism for 'setCallWaiting'
Core,783500,normal,FIXED,Hook up IdleAPI to permissions manager
Core,679626,critical,FIXED,crash nsASDOMWindowEnumerator::GetNext
Core,795209,normal,FIXED,B2G STK: Send icc-stkcommand after receiving system-message-listener-ready
Core,796164,normal,FIXED,Change NECKO_UNKNOWN_APP_ID to UINT32_MAX
Core,795768,normal,FIXED,Clean up various JSContext uses
Core,790503,critical,FIXED,"On Mac Mini, defaultCalibration reads outside of sensors[]"
Core,795478,normal,FIXED,DeviceStorage: freeBytes is a very large number when I use up all the space on /sdcard
Core,795850,normal,FIXED,[b2g-bluetooth] BluetoothHfpManager failed to be added as observer of mozsettings-changed
Core,795135,normal,FIXED,[Azure] Cairo paths helper not restoring transforms
Core,793085,normal,FIXED,Remove UseAzureContentDrawing() in favour of SupportsAzureContent()
Core,795397,normal,FIXED,"click-to-play blocklisting: respect the ""plugins"" permission"
Core,795802,normal,FIXED,define content mFlags bits like frame state bits
Core,796116,normal,FIXED,installPackage broken by changeset c09a0c022b2e
Core,795082,normal,FIXED,http remove dead or redundant code
Core,794679,normal,FIXED,"IonMonkey: Have caches forward script, pc to GetPcScript() when known."
Core,793823,normal,FIXED,GC: exact rooting for Bindings
Core,782524,normal,FIXED,window.navigator instanceof window.Window throws unexpected error
Core,794668,normal,FIXED,Add createFakeMediaStream to gUM
Core,783288,normal,FIXED,"""conformant"" is not recognized as a valid word"
Core,792413,normal,FIXED,Large table renders Firefox unusable for a long period of time
Core,647225,normal,FIXED,Declaring an uninitialized JS var triggers a scoping bug
Core,794117,normal,FIXED,"IonMonkey: string.split, array.map and array.filter slower with Ion"
Core,797093,normal,FIXED,./mach mochitest-plain fails
Core,784329,normal,FIXED,No video playback with OMX.TI.DUCATI1.VIDEO.DECODER via MP4 in Android
Core,790628,normal,FIXED,IonMonkey huge perf regression
Core,797173,normal,FIXED,BananaBread rendering broken by bug 795796
Core,794579,major,FIXED,Cannot print from Google Maps
Core,795310,normal,FIXED,Uninitialised value use in mozilla::layers::BasicTiledThebesLayer::PaintThebes
Core,796086,major,FIXED,protect against Obj-C exceptions in widget/cocoa/nsLookAndFeel
Core,795662,normal,FIXED,Update libpng to version 1.5.13
Core,795867,normal,FIXED,XHR getResponseHeader() should inflate the value
Core,794102,normal,FIXED,isInstalled should return an app object
Core,793880,normal,FIXED,tautological-constant-out-of-range-compare warning in the assertion in nsCSSSelector::SetPseudoType (StyleRule.h)
Core,785667,normal,FIXED,Make plugins work with HiDPI mode on the Mac
Core,792542,normal,FIXED,CSPRep.fromString creates a channel out of thin air
Core,795227,normal,FIXED,ParallelArray should check length range like Array
Core,797049,normal,FIXED,"Disable C4351 when compiling with MSVC, sync up disabled warnings between configure.in and js/src/configure.in"
Core,795574,critical,FIXED,Crash [@ js::GetObjectClass]
Core,778980,normal,FIXED,Enable gcc -Werror=conversion-null for gcc >= 4.5
Core,778367,normal,FIXED,[Azure] Minimize intermediate surface size used by push/popgroup
Core,776793,normal,FIXED,Hardware acceleration causes transparent text in XUL to use grayscale antialiasing instead of subpixel
Core,795892,critical,FIXED,Playing video causes reproducible crash in nsCOMPtr_base::assign_with_AddRef
Core,795625,normal,FIXED,Don't push StmtInfo for function bodies
Core,785047,normal,FIXED,Firefox introduced a regression introduced in 769721 that breaks blind and low vision assistive technologies
Core,794314,normal,FIXED,Add .CA to the list of IDN white list to display u-labels
Core,795721,normal,FIXED,"FunctionBox should inherit from ObjectBox, not forward to it"
Core,794966,normal,FIXED,pymake treats environment variables as := assignments
Core,795275,normal,FIXED,Warn about Components removal
Core,795725,normal,FIXED,Remove booleans that prevents calling RemoveObserver() twice
Core,795703,normal,FIXED,Do not assert when calling do_GetWeakReference() on a nsISupport not capable of that
Core,790192,normal,FIXED,B2G SMS: support automatically replacing Latin characters with ASCII ones
Core,795235,normal,FIXED,B2G RIL: Use system message to notify a 'dialling' call
Core,729511,normal,FIXED,Import SCTP library from FreeBSD
Core,796329,normal,FIXED,[b2g-bluetooth] StopSendingFile() does not work
Core,796827,normal,FIXED,[b2g-bluetooth] Destroy BluetoothHfpManager instance while in shutdown
Core,796760,normal,FIXED,Exactly root JSTraceOp
Core,796217,normal,FIXED,Refactor Webapps.jsm and related files
Core,796320,normal,FIXED,Minor JSContext and JSRuntime clean-ups
Core,796829,normal,FIXED,[b2g-bluetooth] Destroy BluetoothScoManager instance while in shutdown
Core,797150,normal,FIXED,Rename AudioBufferSourceNode's noteOn and noteOff to start/stop
Core,792649,normal,FIXED,Make the simplest of Web Audio test cases work (but not play any audio yet)
Core,718910,normal,FIXED,Consider disabling Spotlight on profile dirs
Core,796300,normal,FIXED,[b2g-bluetooth] Set audio device BLUETOOTH_SCO_HEADSET to unavailable when disconnect Sco socket
Core,797100,normal,FIXED,replace internal usage of nsIPluginInstanceOwner with nsPluginInstanceOwner
Core,789507,major,FIXED,Printing doesn't work and the tab hangs if mozPrintCallback is used
Core,785248,normal,FIXED,Ghost window on dirtymarkup.com
Core,791731,normal,FIXED,Flickering when switching images in DOM
Core,790417,normal,FIXED,ContentParent::GetAll should include the preallocated process
Core,795442,normal,FIXED,Allow nsIChannel.contentDispositionFilename to be writable
Core,786299,normal,FIXED,Delete app-cache related to an app when uninstalled
Core,795305,normal,FIXED,httpchannel::asyncopen failure holds on to callback reference
Core,797111,normal,FIXED,GCC 4.7 opt build warning: ipc/glue/SyncChannel.cpp:91:13: warning: unused variable 'msgSeqno' [-Wunused-variable]
Core,796568,normal,FIXED,"Remove unnecessary ""mozilla::"" prefixes in nsLayoutUtils.cpp"
Core,797117,normal,FIXED,nsSocketTransportService2.cpp:793:82: error: comparison between signed and unsigned integer expressions [-Werror=sign-compare]
Core,795544,normal,FIXED,Implement StringEncoding API in non-worker windowless context
Core,793970,normal,FIXED,Use a watchdog thread to force gecko to *really* power off or reboot if the profile synchronizing hangs.
Core,753237,normal,FIXED,[Azure] Implement mask in the Cairo backend
Core,791538,trivial,FIXED,"Object.getOwnPropertyDescriptor(NodeList.prototype, ""length"") throws"
Core,770524,normal,FIXED,Huge scrolling performance drop when viewing tag cloud
Core,758992,normal,FIXED,Add -Wno-delete-virtual-dtor to Clang compiler flags
Core,797632,normal,FIXED,Temporarily disable high quality downscaling because of crashes
Core,797326,normal,FIXED,Errors in test_jsctypes.js.in are displayed with wrong line number
Core,797066,normal,FIXED,make javascript.options.mem.log only log the GC/CC details in the Console
Core,720083,normal,FIXED,Workers: add support for transferable objects from HTML5 spec
Core,797290,normal,FIXED,#undef DATA_NODE_FLAG_BIT like other content flag bit macros
Core,794884,normal,FIXED,Expose imgLoader to the rest of gecko
Core,785291,normal,FIXED,Add support to load fonts from an APK
Core,797359,normal,FIXED,Increase size of tile debug overlay
Core,408284,normal,FIXED,Support for translucent windows on Linux
Core,791911,normal,FIXED,Wifi: Dying message managers don't get correctly unregistered (real fix)
Core,792952,normal,FIXED,B2G Wifi scanning using wpa_supplicant to improve geolocation.
Core,784766,normal,FIXED,Wifi: Verify that managers that talk to us have permission to do so
Core,796174,normal,FIXED,Don't use high-quality scaler for non-downscales
Core,797435,normal,FIXED,IonMonkey: Add rooting of IC stub IonCodes to OOL exit frames for callouts from those stubs.
Core,797231,normal,FIXED,Clip path region is incorrect with direct2d
Core,797314,major,FIXED,Strange artefacts on some sites
Core,797219,normal,FIXED,OutputMessage in gfx/2d/Logging.h should be static inline
Core,795150,normal,FIXED,IonMonkey: Crash in TestShouldDOMCall
Core,795234,critical,FIXED,crash in arm_neon_fill
Core,797340,normal,FIXED,Upgrade mach_override
Core,796911,normal,FIXED,"Intermittent test_clear_browser_data.html | localstorage data have been deleted - got bar, expected null"
Core,796119,normal,FIXED,remove vestigal PR_* bits from xpcom headers
Core,797106,normal,FIXED,don't use PR_BYTES_PER_WORD in nsTextFormatter*.cpp
Core,796279,normal,FIXED,remove last remaining PR_MAX usages from the tree
Core,793690,normal,FIXED,background: radial-gradient does not repaint properly when close dialog box or maximize browser window
Core,795210,normal,FIXED,Intermittent accessible/events/test_docload.xul | test_docload.xul | an unexpected uncaught JS exception reported through window.onerror - TypeError: iframeNodes[0] is undefined at test_docload.xul:113 (twice) & finished in a non-clean fashions
Core,635897,normal,FIXED,Weird rendering of the Identity information and Edit bookmark widgets
Core,651076,normal,FIXED,Weird rendering of the Identity information and Edit bookmark widgets with kwin compositor
Core,797391,major,FIXED,Scrolling widget and doorhanger for Download Button not displaying
Core,797199,normal,FIXED,Signaling - session information should be available in DCB.
Core,797185,major,FIXED,IonMonkey: Differential Testing: Getting different output w/without --ion-eager with toSource
Core,797583,critical,FIXED,Assertion fails when getting Components via proto chain
Core,794757,normal,FIXED,add build config option to enable logging on release build
Core,789753,normal,FIXED,ionmonkey
Core,797316,normal,FIXED,Fix -Werror=conversion-null errors in Windows-only code
Core,796182,normal,FIXED,fix OMTC on Mac
Core,797691,normal,FIXED,tweak stroke-dasharray-and-text-01.svg to avoid slight rendering differences
Core,797345,normal,FIXED,[b2g-bluetooth] send a system message to notify 'file transfer completed'
Core,797495,critical,FIXED,Crash [@ js::frontend::Parser::setStrictMode]
Core,794393,normal,FIXED,Remove package-xulrunner rules
Core,792050,normal,FIXED,Allow to precompile startup cache without omnijar'ing first
Core,797666,normal,FIXED,Build warning: TiledLayerBuffer.h:368:12: warning: comparison between signed and unsigned integer expressions [-Wsign-compare]
Core,594935,normal,FIXED,support calc() on gradient stop positions
Core,797515,normal,FIXED,Race condition in MOZ_ASSERT in ContentParent::~ContentParent()
Core,790505,normal,FIXED,Investigate using empty transactions for transform changes of (prerendered) frames
Core,795659,normal,FIXED,[b2g-bluetooth] Follow-up to bug 795458
Core,795803,normal,FIXED,IonMonkey: Enable ICing of PropertyOp getters
Core,796212,normal,FIXED,Add pref to enable flexbox support
Core,797022,normal,FIXED,Enable MOZ_FLEXBOX in builds
Core,795658,normal,FIXED,"Assertion failure: _mOwningThread.GetThread() == PR_GetCurrentThread() (GonkGPSGeolocationProvider not thread-safe), at dom/system/gonk/GonkGPSGeolocationProvider.cpp:40"
Core,797601,normal,FIXED,Tweak flexbox unit tests to support being run with flexbox pref default-disabled
Core,795745,critical,FIXED,Conditional jump or move depends on uninitialised value(s) [@ ComputePrecisionInRange]
Core,733002,normal,FIXED,Implement DOM layer for WebRTC dataChannels
Core,729512,normal,FIXED,Implement DataChannel support for PeerConnections
Core,795468,normal,FIXED,minor optimizations to accessible creation
Core,797393,normal,FIXED,FrameMetrics == operator is broken
Core,797612,normal,FIXED,Remove PathCG::mFigureActive
Core,797614,normal,FIXED,Silence the warning about assignment in the condition in BasicTiledThebesLayer.cpp
Core,795192,normal,FIXED,don't  use xpcom table interfaces in atk code
Core,795914,normal,FIXED,Intermittent test_pointerlock-api.html | uncaught JS exception - ReferenceError: start is not defined at pointerlock_utils.js:58
Core,791422,normal,FIXED,Support more flexibility in qcms output format
Core,797604,normal,FIXED,Make floor_div in TiledLayerBuffer.h static inline
Core,566370,normal,FIXED,Cleanup imageLib
Core,795571,normal,FIXED,Various nsIChannel consumers are checking for private browsing incorrectly
Core,786108,normal,FIXED,SVG files encoded as base64 in data URIs make firefox use 100% CPU and allocate several GB of memory
Core,797909,normal,FIXED,Sandbox attribute not accessible/modifiable before the iframe is inserted into the document
Core,792372,critical,FIXED,crash in mozilla::ipc::AsyncChannel::CloseWithError
Core,780341,normal,FIXED,"Get gaia homescreen running at 60fps (again, on otoro)"
Core,787385,normal,FIXED,E/GeckoConsole(  106): Attempt to use JS function on a different thread calling nsIRadioInterfaceLayer.unregisterDataCallCallback. JS objects may not be shared across threads.
Core,794686,normal,FIXED,Text not rendered in <input> until switching tabs or otherwise re-rendering the window
Core,797695,normal,FIXED,GC: more ad hoc exact rooting
Core,798129,normal,FIXED,Unbreak --enable-jprof and --enable-dmd builds
Core,796839,normal,FIXED,CK Editor video adding option on vB 4.2 not working since FF15
Core,785662,normal,FIXED,"Create a media cache directory per ""privilege domain"""
Core,792821,normal,FIXED,Clarify documentation for imgITools.getImageCacheForDocument
Core,794602,normal,FIXED,nsWebBrowserPersist::SaveURIInternal creates a channel out of thin air
Core,782888,normal,FIXED,"assertion ""Shouldn't be trying to restyle non-elements directly"" when setting presentation attribute on SVG text element"
Core,797797,normal,FIXED,small translucent spans with text not visible
Core,794709,normal,FIXED,Print preview graphical problem when scroll the preview.
Core,603880,normal,FIXED,Web content does not automatically scale to system DPI
Core,797979,normal,FIXED,media.peerconnection.enabled should also enable mozGetUserMedia()
Core,796192,normal,FIXED,Temporarily enable HTTP Pipelining
Core,797496,critical,FIXED,"Assertion failure: script->analysis()->getCode(pc).stackDepth == ((hpcdepth == unsigned(-1)) ? pcdepth : hpcdepth), at jsopcode.cpp:6409"
Core,794619,normal,FIXED,crash when storing a file returned by DeviceStorage.enumerate() into IndexedDB
Core,746069,normal,FIXED,Expose coarse-grained network usage stats to (privileged) web content
Core,797671,normal,FIXED,Update webrtc.org code from stable branch 3.12
Core,797526,normal,FIXED,some assertions in nsDOMClassInfo should be fatal in debug builds
Core,792199,normal,FIXED,Only decode visible images immediately when switching to a tab
Core,792954,normal,FIXED,Add a WeakPtr implementation to use instead of nsISupportsWeakReference
Core,795905,normal,FIXED,Setting proxies via applyFilter() (nsIProtocolProxyFilter) does not work anymore
Core,793904,normal,FIXED,Intentionally crash if JS_TransplantObject fails
Core,796129,normal,FIXED,remove prtypes.h #includes in layout/
Core,768461,normal,FIXED,add Accessible::HasValue() method
Core,724666,normal,FIXED,Use the CGIOSurfaceContext APIs on Lion
Core,787947,normal,FIXED,Corrupted layer drawn
Core,794509,normal,FIXED,mach support for auto-loading command modules
Core,796840,normal,FIXED,"Regular ""The handle is invalid"" errors trying to build with mach"
Core,789059,critical,FIXED,crash in nsACString_internal::EqualsASCII
Core,787743,normal,FIXED,Private Browsing mode not working in Firefox 15.0
Core,794696,normal,FIXED,disable @supports for Firefox 17
Core,787861,normal,FIXED,IonMonkey: Differential Testing: Getting different TypeError messages w/without --no-jm
Core,780520,major,FIXED,IonMonkey: Differential Testing: Getting js_ReportOverRecursed called with/without -a in debug builds
Core,787864,normal,FIXED,IonMonkey: Differential Testing: Getting different TypeError messages w/without --no-jm
Core,798352,blocker,FIXED,Windows build fails in sctp under VC9 because EALREADY is undefined
Core,749964,critical,FIXED,crash in nsWebBrowserPersist::SaveDocumentInternal
Core,797113,normal,FIXED,Form on VIA Rail Canada site not rendering properly
Core,795610,normal,FIXED,Kill NS_FORWARD_NSIDOMHTMLELEMENT_BASIC
Core,798481,normal,FIXED,Make IndexOf a little more const-correct
Core,798758,critical,FIXED,crash in qcms_transform_data_rgb_out_lut_precache
Core,793484,normal,FIXED,Optimise simple gradients
Core,797131,normal,FIXED,IonMonkey: Optimize calls from C++ to Ion-compiled functions
Core,798476,normal,FIXED,Fallback to --with-system-libevent=/usr when system libevent doesn't have a pkgconfig file
Core,798450,normal,FIXED,make install installs precomplete and .mkdir.done files
Core,798431,normal,FIXED,Remove useless prtypes include in media/libjpeg/jmorecfg.h
Core,797322,normal,FIXED,Preprocessed .jsm files don't get //@line info
Core,797717,normal,FIXED,JS sampling doesn't work in xpcshell
Core,798035,normal,FIXED,"[b2g-bluetooth] Bluetooth Manager classes double-inherit refcounting semantics, crash"
Core,797569,normal,FIXED,DOMRequest FireSuccessAsync asserts on lack of live request
Core,796184,normal,FIXED,[b2g-bluetooth] Crash on shutdown when a bluetooth device is attached.
Core,790265,normal,FIXED,Click-to-play is broken on various websites like cnn.com or latimes.com
Core,797796,normal,FIXED,getUserMedia backend needs to pass all necessary data to the UI
Core,797213,normal,FIXED,Various jstests.py changes
Core,797217,normal,FIXED,Eliminate zeroPointer
Core,797128,normal,FIXED,Justify SkipRoots in jstypedarray.cpp's copyFromArray()
Core,797123,normal,FIXED,Fix JS_ALWAYS_TRUE(fallible ToNumber) in jstypedarray.cpp
Core,794214,normal,FIXED,Intermittent failure in CheckNewScriptProperties
Core,798354,normal,FIXED,Global variable sizecheck in ipc_channel_posix.cc is unused
Core,798377,normal,FIXED,Don't use the deprecated stat64 function in file_util_posix.cc
Core,798355,normal,FIXED,Unneeded base class conversion operator in MachMsgPortDescriptor
Core,798356,normal,FIXED,Conversion from boolean to pointer type in TransportDIB::Map
Core,798349,normal,FIXED,TransportDIB::sequence_num_ is only used on Windows
Core,798350,normal,FIXED,ChildProcessHost::resource_dispatcher_host_ is unused
Core,798426,normal,FIXED,spdy/3 handlegoaway payload length wrong
Core,786086,normal,FIXED,preferences ui displays wrong value for max cache size
Core,797649,normal,FIXED,Consider truncating URLs logged in ++DOMWINDOW and --DOMWINDOW
Core,797940,normal,FIXED,Don't use a static nsRefPtr for sScriptCacheCleaner
Core,797889,normal,FIXED,[IPC] Ensure that we don't send messages to the child process after it has begun to shut down.
Core,797551,normal,FIXED,IonMonkey: Use callWithABI() for Math.random()
Core,797953,normal,FIXED,"Intermittent failure in flexbox-widget-flex-items-2.html | image comparison (==), max difference: 1, number of differing pixels: 74"
Core,797825,normal,FIXED,IonMonkey: Inline Array.prototype.concat
Core,797834,normal,FIXED,build error on OSX 10.6 in widget cocoa
Core,761695,normal,FIXED,Implement per-origin expando sharing for Proxies and new dom bindings
Core,798346,normal,FIXED,nsContentUtils::PreserveWrapper should explicitly QI its argument to the CC ISupports
Core,798419,trivial,FIXED,Fix incorrect spellings of success(ful) in test output
Core,796523,normal,FIXED,Periodically expire JS timezone cache
Core,797720,normal,FIXED,IonMonkey: MonitorTypes is redundant if there's a type barrier
Core,798423,normal,FIXED,spdy enable reading of ping reply
Core,731974,normal,FIXED,"requestAnimationFrame generates too short frames, especially at the beginning of animation"
Core,756425,normal,FIXED,"Intermittent test_mousescroll.xul | mouse-scroll of 'richlistbox' vertical starting 2 delta 100 eventType MozMousePixelScroll hasPixels false - got 0, expected 1"
Core,796980,normal,FIXED,Fix test_wheel_default_action.html to drive scrolling directly
Core,798310,normal,FIXED,Include Accessible-inl.h in nsMaiInterfaceTable.cpp
Core,793186,normal,FIXED,MMI Codes: implement sendMMI() and cancelMMI()
Core,798205,normal,FIXED,move ia2 files under ia2 directory
Core,797810,normal,FIXED,[b2g-bluetooth] No reaction when a Headset device press button
Core,797787,normal,FIXED,Update CentralNic submission date in PSL
Core,797801,normal,FIXED,[b2g-bluetooth] Cannot receive agent events after crash
Core,797708,normal,FIXED,test that gradients are positioned correctly on SVG text with a filter applied
Core,797786,normal,FIXED,[b2g-bluetooth] Send a system message to notify 'progress updated'
Core,763918,normal,FIXED,Implement ContentsScaleFactor for HiDPI (Retina) displays
Core,790184,normal,FIXED,Firefox V15 & 15.0.1/windows XP SP3 + GMAIL:  Ã‰chec de l'ajout de la piÃ¨ce jointe
Core,784765,normal,FIXED,IonMonkey: Inline actual string compare
Core,796410,critical,FIXED,"""Assertion failure: !defined || enabled (We defined a constructor but the new bindings are disabled?)"""
Core,795393,normal,FIXED,"Fix or get rid of instances of ""ifneq (mobile,$(MOZ_BUILD_APP))"""
Core,788919,critical,FIXED,"""Assertion failure: IsElement()"" changing markerStart on <svg:text>"
Core,798860,normal,FIXED,Generate 1024-bit RSA keys
Core,798825,normal,FIXED,Add DataChannel DOM interfaces to RTCPeerConnection
Core,694807,normal,FIXED,Create initial subset of the W3C WebRTC interfaces to implement
Core,792188,critical,FIXED,Import media/webrtc/signaling from alder to m-c
Core,790517,normal,FIXED,"ICE, DTLS, and generic transport stack for WebRTC"
Core,796927,normal,FIXED,xpcom does not compile on armv6 (sb2) for raspberry pi
Core,750480,normal,FIXED,hang when loading empty java applet with click-to-play
Core,798065,normal,FIXED,integer underflow in nsTArray::LastIndexOf with empty array
Core,798061,normal,FIXED,Mismatched malloc vs delete[] in mozilla::gfx::AlphaBoxBlur::~AlphaBoxBlur()
Core,795505,normal,FIXED,Feeding TypedArray to js-ctypes
Core,793759,normal,FIXED,Implement HalChild::ActorDestroy and prevent HalChild calls to HalParent after ActorDestroy is called
Core,795670,normal,FIXED,mach failed to build on Japanese Windows
Core,782408,normal,FIXED,Make nrappkit compile use NSPR integral types
Core,795184,normal,FIXED,iframe.mozAllowFullScreen should work across process boundaries
Core,795785,normal,FIXED,editor isn't scrolled to the caret position if editor specified overflow: hidden;
Core,798998,normal,FIXED,Add libjingle license to gtest_utils.h
Core,797225,normal,FIXED,Add Stagefright software decoder fallback for Beta and Release channels
Core,795203,normal,FIXED,B2g: clear private data: cookies
Core,765119,normal,FIXED,IonMonkey: fix iloop in Range Analysis
Core,782873,normal,FIXED,Need to provide sigslot.h from jingle or chromium/ipc for mtransport
Core,793175,critical,FIXED,Firefox 18 spike in crashes @ gfxContext::PushClipsToDT while hovering over tab preview in Task Bar
Core,795221,normal,FIXED,Zombie compartment and two ghost windows after visiting www.moosejaw.com
Core,793076,normal,FIXED,Do exact rooting in jsdate.cpp
Core,798966,normal,FIXED,Bypass permissions with a pref
Core,798982,normal,FIXED,Wrong enum type in CCAppGlobal_t/gCCApp
Core,795314,critical,FIXED,Intermittent test_resize_move_windows.xul | Assertion failure: _mOwningThread.GetThread() == PR_GetCurrentThread() (nsScriptCacheCleaner not thread-safe)
Core,798931,normal,FIXED,[Azure] Rendering Issues in Chrome UI Elements
Core,797793,normal,FIXED,Disable format warnings on mingw
Core,793491,normal,FIXED,Huge jank opening spreadsheet from Google Drive
Core,783525,normal,FIXED,B2G RIL - Redefine the error report policy when handling SIM locks and PIN is wrong.
Core,797961,normal,FIXED,[AccessFu] Regression when nodes are hidden
Core,799076,critical,FIXED,Unable to Build SeaMonkey with VS2008SP1/VC9 since Bug 792188
Core,799069,normal,FIXED,Unresolved vpx_codec_vp8_cx export in --disable-webrtc build
Core,760002,normal,FIXED,"A lot of warnings if Aero Window Title is enabled on debug build:  ""WARNING: Multiple glass backgrounds found?: file m:\mc-a\src\layout\base\nsDisplayList.h, line 481"""
Core,798870,critical,FIXED,IonMonkey: crash in js::ion::FastInvoke
Core,798383,critical,FIXED,"crash in js::ion::IonCacheGetProperty::attachCallGetter , Peacekeeper crashes."
Core,750019,critical,FIXED,crash in js::types::TypeSet::addType @ nsIDOMHTMLDocument_Write
Core,643318,normal,FIXED,Webpages running locally cannot create indexedDB
Core,798721,normal,FIXED,Fix up RTP/RTCP Demux
Core,798736,normal,FIXED,Fix type issue in nICEr (clang 3.2)
Core,799138,normal,FIXED,[b2g-bluetooth] Handle Connect/Disconnect/Put requests sent from remote devices
Core,799243,normal,FIXED,[b2g-bluetooth] Fix Bluetooth*Manager observer crashes due to wrong pointer type holding
Core,794061,normal,FIXED,Copying video frame to canvas with B2G Omx backend enabled fails
Core,795623,normal,FIXED,Cannot play a mp3 file from the sdcard on 9/28 otoro build
Core,782586,normal,FIXED,[b2g-bluetooth] Firing bluetooth enabled event
Core,793585,normal,FIXED,Intermittent test_bug733553.html | Test timed out
Core,797684,normal,FIXED,"connect via ""direct Proxy"" or PAC-file using ""automatic proxy configuration URL"" or ""use system proxy settings"" not longer working"
Core,799297,normal,FIXED,IonMonkey: Pass explicit type to loadUnboxedValue().
Core,799019,normal,FIXED,Tweak per-compartment memory reporting
Core,799000,normal,FIXED,Don't double count when memory-reporting for JSObject2WrappedJSMap
Core,798834,normal,FIXED,Error: RangeError: invalid array length
Core,799071,major,FIXED,webrtc/signaling/src/sipcc/core/ccapp/ccapi_snapshot.c: implicit conversion from enumeration type 'cc_reg_state_t' to different enumeration type 'cc_service_cause_t
Core,798068,normal,FIXED,nsContentUtils::GetViewportInfo() returns bonkers minZoom/maxZoom values on m.cnn.com
Core,799199,normal,FIXED,"Use IndentBy() instead of looped ""fputs"" in ns*Frame::List methods"
Core,799196,normal,FIXED,"warning: â€˜virtual nsresult nsFrame::List(FILE*, int32_t, uint32_t) constâ€™ was hidden ...by â€˜virtual nsresult nsHTMLFramesetBlankFrame::List(FILE*, int32_t) constâ€™"
Core,769569,normal,FIXED,Check that navigator.id.request was called as a result of user input
Core,798298,normal,FIXED,Allow chrome JS code to know if it is being called as a result of a user input event
Core,798665,normal,FIXED,Inline TestCompile into IonCompile
Core,798957,normal,FIXED,Add MOZ_PER_WINDOW_PRIVATE_BROWSING to the list of preprocessor macros
Core,735280,normal,FIXED,Remove the Components object's dependency on caps.
Core,799401,normal,FIXED,URL bar scrolling out of view while a fling is in progress causes window to flicker
Core,781510,normal,FIXED,IonMonkey: (ARM) Coalesce cache flushes
Core,795173,normal,FIXED,[jsdbg2] Debugger.Object.prototype.evalInGlobalWithBindings passes a bad 'this' value
Core,799477,normal,FIXED,compilation error in PeerConnectionImpl.cpp: CSFLog.h:68: â€˜va_listâ€™ has not been declared
Core,799470,normal,FIXED,pac file dnsResolve() should return null on fail
Core,799469,normal,FIXED,pac file alert() broken
Core,799307,normal,FIXED,Remove some XPCDebug.cpp cruft that was obsoleted by bug 787856
Core,799547,normal,FIXED,Network stats landing in dom/network broke MozTCPSocket when MOZ_B2G_RIL is defined (like on Otoro devies) by clobbering EXTRA_COMPONENTS in Makefile.in
Core,789846,normal,FIXED,Loading forever on http://www.lemonde.fr/ since Firefox 17
Core,793459,normal,FIXED,Update File.lastModifiedDate to latest spec
Core,799246,normal,FIXED,Conditionally enable webrtc unit tests
Core,684601,normal,FIXED,window.toString.call() with native JS Object
Core,795238,trivial,FIXED,Ensure nsresult is unsigned
Core,797398,normal,FIXED,use harfbuzz for all text shaping on Linux
Core,799152,normal,FIXED,nsExpandedPrincipal should use default extendedOrigin/appId/appStatus/isInBrowserElement
Core,797402,normal,FIXED,use harfbuzz for all OpenType text shaping on OS X
Core,798607,major,FIXED,Rending Layout problems on Youtube
Core,789687,normal,FIXED,update harfbuzz to release 0.9.4 (or later)
Core,799062,normal,FIXED,"eliminate ""warning: '&&' within '||'"" messages in gfxFont.cpp."
Core,794349,normal,FIXED,[b2g-bluetooth] Send correct +CIND: value to HS at SLC establishment
Core,793923,normal,FIXED,[Azure] Content using wrong pref
Core,795839,normal,FIXED,Include iostream in PathRecording.h
Core,797863,normal,FIXED,update graphite2 library to release 1.2
Core,795025,normal,FIXED,update Unicode support to v6.1
Core,795204,normal,FIXED,Windows needing clobber too often
Core,768087,normal,FIXED,"""ASSERTION: aFrame should be first continuation"" in nsSVGEffects::GetFilterProperty"
Core,776682,normal,FIXED,Signaling code needs strcpy calls replaced and asserts added before some sstrncpy and memcpy calls
Core,799812,normal,FIXED,Android NoIon builds need to bump their branding on merge day
Core,791270,critical,FIXED,WebRTC crash [@sipcc::PeerConnectionImpl::AddStream]
